City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
218,guerrero negro,27.9769,-114.0611,20.4,23,0,1.78,MX,1675816252
219,neiafu,-18.65,-173.9833,28.38,83,75,3.6,TO,1675816411
220,kaitangata,-46.2817,169.8464,14.68,52,69,6.98,NZ,1675816142
221,homer,59.6425,-151.5483,-2.06,73,100,7.72,US,1675816415
222,paka,4.6374,103.4368,24.96,94,40,0.0,MY,1675816425
223,krasnoarmeysk,51.0239,45.6969,-14.83,97,93,5.05,RU,1675816426
224,nuuk,64.1835,-51.7216,-13.4,78,100,2.24,GL,1675816431
225,ust-nera,64.5667,143.2,-40.33,99,94,0.21,RU,1675816099
226,hilo,19.7297,-155.09,25.16,94,75,5.66,US,1675816432
227,alekseyevka,50.6309,38.6903,-10.77,92,6,4.69,RU,1675816432
228,havre-saint-pierre,50.2334,-63.5986,-8.0,78,75,5.14,CA,1675816433
229,ambon,-3.6954,128.1814,28.08,78,40,1.54,ID,1675816232
230,jijiga,9.35,42.8,15.43,67,0,3.6,ET,1675816433
231,impfondo,1.6381,18.0667,21.03,47,90,1.34,CG,1675816434
232,rock springs,41.5875,-109.2029,-1.09,77,0,7.72,US,1675816435
233,domazlice,49.4405,12.9298,-5.44,82,1,1.63,CZ,1675816435
234,ciudad barrios,13.7667,-88.2667,22.98,42,36,1.57,SV,1675816435
235,padang,-0.9492,100.3543,21.03,69,87,1.67,ID,1675816093
236,la palma,33.8464,-118.0467,23.26,27,20,4.12,US,1675816160
237,luau,-10.7073,22.2247,17.67,93,100,1.34,AO,1675816436
238,inta,66.0317,60.1659,-9.92,93,100,11.74,RU,1675816441
239,chapais,49.7834,-74.8492,-6.12,95,100,4.72,CA,1675816442
240,pangkalanbuun,-2.6833,111.6167,27.54,75,67,1.67,ID,1675816444
241,alofi,-19.0595,-169.9187,26.94,83,100,4.12,NU,1675816451
242,ashland,40.8167,-82.2665,10.71,85,100,3.95,US,1675816371
243,dwarka,22.2394,68.9678,20.7,67,12,4.38,IN,1675816471
244,nyurba,63.2842,118.3319,-36.42,98,100,0.61,RU,1675816192
245,nemuro,43.3236,145.575,-3.76,68,62,2.66,JP,1675816092
246,vetluzhskiy,58.3902,45.4654,-11.94,93,100,3.83,RU,1675816476
247,godda,24.8333,87.2167,14.82,61,0,0.73,IN,1675816476
248,emerald,-23.5333,148.1667,27.41,56,19,4.4,AU,1675816477
249,longyearbyen,78.2186,15.6401,-6.09,93,100,10.8,SJ,1675816477
250,zulueta,42.7451,-1.5793,2.04,89,100,2.06,ES,1675816478
251,oum hadjer,13.2954,19.6966,21.07,20,91,4.82,TD,1675816478
252,lengshuitan,26.4111,111.5956,8.94,89,100,1.97,CN,1675816479
253,carnarvon,-24.8667,113.6333,26.08,62,1,8.12,AU,1675816102
254,upernavik,72.7868,-56.1549,-29.39,97,75,1.51,GL,1675816091
255,zarand,30.8127,56.564,10.35,62,100,9.11,IR,1675816486
256,sabha,27.0377,14.4283,12.94,34,100,6.02,LY,1675816486
257,korla,41.7597,86.1469,-1.92,86,14,0.86,CN,1675816490
258,vanavara,60.34,102.2797,-19.42,99,100,1.03,RU,1675816109
259,moindou,-21.6924,165.677,28.77,72,100,1.68,NC,1675816492
260,sechura,-5.5569,-80.8222,25.04,71,75,5.88,PE,1675816492
261,kloulklubed,7.0419,134.2556,27.28,77,100,8.18,PW,1675816493
262,tzucacab,20.0667,-89.05,22.78,83,0,1.9,MX,1675816493
263,acari,-15.4311,-74.6158,24.93,79,58,2.02,PE,1675816494
264,nioro,13.35,-15.75,24.47,17,5,3.89,GM,1675816494
265,porto novo,6.4965,2.6036,27.9,84,100,2.39,BJ,1675816495
266,caucasia,7.9865,-75.1935,27.48,70,19,3.85,CO,1675816495
267,airai,-8.9266,125.4092,19.32,83,93,1.11,TL,1675816066
268,qaanaaq,77.484,-69.3632,-31.44,66,61,2.72,GL,1675816016
269,masunga,-20.6246,27.4488,19.73,65,58,2.65,BW,1675816496
270,sungaipenuh,-2.0833,101.3833,20.51,55,100,0.44,ID,1675816497
271,turbat,26.0023,63.044,17.98,44,12,0.15,PK,1675816497
272,rio tercero,-32.173,-64.1141,25.28,30,0,2.58,AR,1675816498
273,swan river,52.1058,-101.2676,0.94,69,5,5.14,CA,1675816498
274,jiangkou,25.4872,119.1986,14.03,81,91,5.24,CN,1675816499
275,monzon,41.9108,0.1941,7.48,87,99,3.63,ES,1675816499
276,brae,60.3964,-1.353,6.71,73,100,14.14,GB,1675816499
277,polovinnoye,54.7914,65.9864,-23.67,100,86,2.93,RU,1675816500
278,okara,30.8081,73.4458,9.97,45,16,1.01,PK,1675816500
279,san juan,-31.5375,-68.5364,33.8,19,1,9.02,AR,1675816227
280,cayenne,4.9333,-52.3333,25.02,94,75,1.03,GF,1675816208
281,avarua,-21.2078,-159.775,30.03,74,67,5.66,CK,1675816104
282,youhao,47.8667,128.8333,-18.68,93,99,0.15,CN,1675816501
283,muravlenko,63.7898,74.523,-25.24,100,97,4.14,RU,1675816502
284,christchurch,-43.5333,172.6333,23.56,60,20,6.69,NZ,1675816357
285,fomboni,-12.28,43.7425,27.86,75,100,5.61,KM,1675816517
286,mitu,1.1983,-70.1733,22.76,95,96,0.84,CO,1675816518
287,westport,41.1415,-73.3579,4.75,78,40,3.09,US,1675816251
288,piacabucu,-10.4056,-36.4344,25.07,78,100,3.57,BR,1675816521
289,mitchell,43.7094,-98.0298,2.99,70,0,3.09,US,1675816522
290,kaz,52.9113,87.3105,-7.8,97,100,1.36,RU,1675816533
291,buala,-8.145,159.5921,27.5,86,100,4.23,SB,1675816542
292,escarcega,18.6089,-90.7454,25.34,64,42,2.91,MX,1675816542
293,bartica,6.4,-58.6167,25.18,98,10,1.1,GY,1675816543
294,bilma,18.6853,12.9164,19.96,20,100,2.78,NE,1675816543
295,ribas do rio pardo,-20.4431,-53.7592,22.1,93,34,0.67,BR,1675816543
296,cochrane,51.1834,-114.4687,5.35,45,0,2.57,CA,1675816544
297,praya,14.9215,-23.5087,20.3,60,40,9.26,CV,1675816550
298,vila franca do campo,37.7167,-25.4333,12.23,81,95,4.49,PT,1675816385
299,vila velha,-20.3297,-40.2925,26.97,89,75,4.12,BR,1675816552
300,humaita,-7.5061,-63.0208,23.55,97,100,0.5,BR,1675816553
301,changping,40.2186,116.2197,-5.2,46,5,1.87,CN,1675816554
302,chengde,40.9725,117.9361,-4.55,49,1,1.59,CN,1675816554
303,robe,-37.1833,139.75,18.47,63,6,5.68,AU,1675816555
304,skiathos,39.1623,23.4909,1.65,62,100,8.91,GR,1675816555
305,shimoda,34.6667,138.95,8.39,74,88,3.01,JP,1675816088
306,aldan,58.6031,125.3894,-29.27,96,100,1.01,RU,1675816556
307,georgiyevka,43.0369,74.7114,-5.98,93,100,1.0,KZ,1675816556
308,galle,6.0367,80.217,23.93,90,91,1.27,LK,1675816556
309,ilulissat,69.2167,-51.1,-23.99,77,100,3.6,GL,1675816557
310,kokopo,-4.352,152.2633,28.14,72,100,2.66,PG,1675816557
311,kapoeta,4.7717,33.5903,27.0,30,0,2.61,SS,1675816558
312,meulaboh,4.1363,96.1285,24.55,81,100,1.3,ID,1675816558
313,aberdeen,57.1437,-2.0981,4.81,91,93,1.03,GB,1675816559
314,kiama,-34.6833,150.8667,22.22,90,100,0.45,AU,1675816559
315,mareeba,-17.0,145.4333,30.24,72,96,2.05,AU,1675816560
316,san policarpo,12.1791,125.5072,26.94,76,100,6.91,PH,1675816560
317,kirkenaer,60.4564,12.0582,0.69,96,100,1.53,NO,1675816562
318,quthing,-30.4,27.7003,17.7,79,100,1.58,LS,1675816562
319,havoysund,70.9963,24.6622,1.13,70,13,12.67,NO,1675816563
320,bengkulu,-3.8004,102.2655,24.01,80,84,2.02,ID,1675816090
321,benguela,-12.5763,13.4055,23.18,77,100,1.49,AO,1675816564
322,sao filipe,14.8961,-24.4956,20.33,65,4,4.45,CV,1675816079
323,kontagora,10.3999,5.4695,24.57,16,82,3.01,NG,1675816565
324,troitskoye,52.9821,84.6757,-12.03,97,100,1.8,RU,1675816565
325,petropavlovsk-kamchatskiy,53.0452,158.6483,-14.67,61,20,2.0,RU,1675816065
326,garut,-7.2024,107.8878,23.11,82,100,0.88,ID,1675816567
327,lac du bonnet,50.2536,-96.0612,-5.86,93,8,3.31,CA,1675816568
328,umm kaddadah,13.6017,26.6876,15.29,28,11,8.32,SD,1675816568
329,nikolayevka,53.1257,47.2041,-19.44,100,72,2.31,RU,1675816569
330,qaqortoq,60.7167,-46.0333,-24.65,67,0,3.19,GL,1675816569
331,itoman,26.1247,127.6694,20.01,80,75,6.17,JP,1675816569
332,ixtapa,20.7,-105.2,23.57,69,0,5.66,MX,1675816570
333,wajir,1.7471,40.0573,23.85,77,2,6.94,KE,1675816571
334,burley,42.5357,-113.7928,5.72,65,0,3.09,US,1675816492
335,bambous virieux,-20.3428,57.7575,26.14,83,75,5.14,MU,1675816572
336,lavrentiya,65.5833,-171.0,-25.47,91,97,1.21,RU,1675816572
337,yulara,-25.2406,130.9889,34.71,23,0,5.03,AU,1675816572
338,batagay,67.6333,134.6333,-48.52,98,53,1.06,RU,1675816573
339,alice springs,-23.7,133.8833,31.75,40,0,3.09,AU,1675816398
340,batemans bay,-35.7167,150.1833,20.05,90,100,1.33,AU,1675816573
341,lasa,46.6166,10.7002,-2.51,78,30,0.25,IT,1675816574
342,kavieng,-2.5744,150.7967,27.59,79,100,3.89,PG,1675816574
343,kant,27.8,79.8,11.42,59,0,3.48,IN,1675816575
344,hualmay,-11.0964,-77.6139,23.04,82,25,3.21,PE,1675816575
345,san javier,37.8063,-0.8374,11.1,65,40,4.12,ES,1675816576
346,north bend,43.4065,-124.2243,12.18,93,100,4.63,US,1675816576
347,aklavik,68.2191,-135.0107,-28.0,69,75,2.06,CA,1675816577
348,kathmandu,27.7167,85.3167,8.24,77,20,0.0,NP,1675816491
349,nurota,40.5614,65.6886,8.67,55,100,3.25,UZ,1675816578
350,ossora,59.2353,163.0719,-23.66,82,93,2.68,RU,1675816578
351,vagur,61.4732,-6.8119,7.86,80,100,25.69,FO,1675816579
352,olinda,-8.0089,-34.8553,25.88,69,100,3.93,BR,1675816371
353,pochutla,15.7432,-96.4661,26.9,72,0,1.85,MX,1675816580
354,cabedelo,-6.9811,-34.8339,25.37,71,100,4.21,BR,1675816375
355,cabinda,-5.55,12.2,25.68,88,95,2.89,AO,1675816580
356,tucumcari,35.1717,-103.725,6.08,48,100,7.2,US,1675816562
357,namatanai,-3.6667,152.4333,29.55,67,88,4.75,PG,1675816581
358,sarankhola,22.3082,89.7897,18.13,89,0,1.8,BD,1675816582
359,grindavik,63.8424,-22.4338,-3.74,80,75,11.83,IS,1675816091
360,coolum beach,-26.5333,153.1,28.95,68,80,6.22,AU,1675816575
361,kang,-23.6752,22.7876,18.34,88,100,4.62,BW,1675816583
362,chernyshevskiy,63.0128,112.4714,-32.33,98,100,0.2,RU,1675816583
363,mineral wells,32.8085,-98.1128,8.14,93,100,5.14,US,1675816584
364,lovington,32.944,-103.3485,5.47,58,70,1.34,US,1675816584
365,rudnya,54.947,31.0934,-15.06,99,85,2.27,RU,1675816585
366,hambantota,6.1241,81.1185,24.19,100,20,3.09,LK,1675816585
367,ryotsu,38.0833,138.4333,6.07,69,46,2.34,JP,1675816586
368,nouadhibou,20.931,-17.0347,15.99,72,0,9.26,MR,1675816586
369,pyay,18.8167,95.2167,17.9,52,86,0.81,MM,1675816587
370,jamkhed,18.7362,75.3121,19.62,35,4,5.04,IN,1675816588
371,fortuna,40.5982,-124.1573,13.51,71,100,0.0,US,1675816588
372,fort nelson,58.8053,-122.7002,-5.23,74,20,2.06,CA,1675816589
373,kangasala,61.4638,24.076,1.19,100,100,1.75,FI,1675816589
374,mocuba,-16.8392,36.9856,21.98,95,100,1.67,MZ,1675816590
375,dabakala,8.3667,-4.4333,26.14,66,100,2.21,CI,1675816590
376,pedernales,18.0384,-71.744,25.26,68,0,2.76,DO,1675816590
377,ahipara,-35.1667,173.1667,22.44,53,36,3.18,NZ,1675816591
378,saint george,37.1041,-113.5841,12.75,32,0,4.63,US,1675816094
379,lazaro cardenas,17.9583,-102.2,24.54,75,0,2.61,MX,1675816591
380,manacapuru,-3.2997,-60.6206,24.36,91,99,1.28,BR,1675816592
381,cockburn town,21.4612,-71.1419,25.16,75,0,10.51,TC,1675816433
382,vega de alatorre,20.0333,-96.6333,22.99,85,0,6.08,MX,1675816463
383,searcy,35.2506,-91.7363,13.0,78,100,3.09,US,1675816592
384,ailigandi,9.2333,-78.0167,25.63,86,57,6.44,PA,1675816593
385,hirado,33.3597,129.5531,12.44,62,10,5.93,JP,1675816593
386,starachowice,51.0374,21.0713,-1.92,98,100,1.53,PL,1675816594
387,vilhena,-12.7406,-60.1458,20.46,96,26,0.18,BR,1675816431
388,kutum,14.2,24.6667,12.7,34,9,4.72,SD,1675816595
389,trairi,-3.2778,-39.2689,25.06,82,100,3.03,BR,1675816518
390,bereda,43.2686,-7.5406,1.19,84,93,1.89,ES,1675816595
391,smoky lake,54.1169,-112.4686,2.4,55,60,1.54,CA,1675816596
392,nicolas bravo,18.45,-88.9167,20.85,99,12,1.37,MX,1675816596
393,huarmey,-10.0681,-78.1522,22.64,82,9,2.77,PE,1675816597
394,veseloyarsk,51.2836,81.1056,-17.3,99,99,1.33,RU,1675816597
395,palauig,15.435,119.9045,27.9,67,100,0.52,PH,1675816597
396,sussex,41.1834,-74.6663,3.69,64,20,1.54,US,1675816330
397,santa isabel do rio negro,-0.4139,-65.0192,23.98,90,41,1.01,BR,1675816598
398,todos santos,23.45,-110.2167,21.36,62,100,6.4,MX,1675816598
399,college,64.8569,-147.8028,-12.28,80,75,1.54,US,1675816599
400,staraya toropa,56.2801,31.6702,-8.76,97,100,2.46,RU,1675816599
401,kangaatsiaq,68.3065,-53.4641,-27.15,86,100,2.14,GL,1675816600
402,hit,33.6416,42.8251,8.97,62,9,3.9,IQ,1675816600
403,da nang,16.0678,108.2208,23.99,94,75,3.09,VN,1675816601
404,mehamn,71.0357,27.8492,0.95,74,72,11.42,NO,1675816499
405,luderitz,-26.6481,15.1594,18.61,83,38,8.53,NA,1675816601
406,grafton,42.207,-71.6856,0.81,54,100,1.79,US,1675816602
407,komsomolskiy,40.4272,71.7189,0.4,80,98,4.12,UZ,1675816603
408,upata,8.0086,-62.3989,21.77,86,0,2.02,VE,1675816603
409,erdaojiang,41.7764,126.0319,-8.68,68,4,1.12,CN,1675816604
410,asau,46.4333,26.4,-5.49,98,96,1.73,RO,1675816604
411,las vegas,36.175,-115.1372,16.38,23,0,6.17,US,1675816381
412,presidente medici,-11.1753,-61.9014,22.52,95,100,1.19,BR,1675816458
413,bara,10.3744,10.7288,20.81,24,8,3.45,NG,1675816588
414,praia,14.9215,-23.5087,20.3,60,40,9.26,CV,1675816550
415,kidal,18.4411,1.4078,24.42,14,95,3.69,ML,1675816605
416,novikovo,51.1537,37.8879,-11.71,94,6,3.59,RU,1675816606
417,san cristobal,7.7669,-72.225,19.73,75,22,0.89,VE,1675816097
418,vestmannaeyjar,63.4427,-20.2734,0.26,62,100,15.72,IS,1675816492
419,voh,-20.9667,164.7,29.18,76,100,2.23,NC,1675816606
420,lata,40.1629,-8.3327,8.29,77,45,1.87,PT,1675816595
421,port-gentil,-0.7193,8.7815,26.95,80,76,3.88,GA,1675816607
422,awjilah,29.1081,21.2869,9.81,58,85,3.39,LY,1675816607
423,mtwara,-10.2667,40.1833,26.63,89,75,5.14,TZ,1675816608
424,antofagasta,-23.65,-70.4,21.6,82,100,2.28,CL,1675816509
425,srednekolymsk,67.45,153.6833,-33.62,97,100,2.25,RU,1675816608
426,bani,18.2833,-70.3333,25.48,76,0,6.96,DO,1675816609
427,puntarenas,9.9763,-84.8384,26.36,73,38,1.81,CR,1675816609
428,turukhansk,65.8167,87.9833,-16.41,96,100,2.77,RU,1675816494
429,shitanjing,39.2342,106.3439,-2.63,45,100,3.02,CN,1675816610
430,khash,28.2211,61.2158,11.45,52,32,3.24,IR,1675816594
431,verkh-usugli,52.7,115.1667,-22.43,91,7,1.01,RU,1675816611
432,narrabri,-30.3167,149.7833,29.18,49,0,6.09,AU,1675816611
433,namibe,-15.1961,12.1522,21.19,74,95,2.47,AO,1675816613
434,green river,41.5286,-109.4662,-0.57,65,8,2.68,US,1675816367
435,sulangan,11.1373,123.7228,26.16,80,100,5.2,PH,1675816613
436,khani,41.9563,42.9566,-2.24,98,100,1.49,GE,1675816614
437,uyuni,-20.4597,-66.825,9.7,68,88,1.16,BO,1675816614
438,safranbolu,41.2508,32.6942,-4.25,92,89,1.26,TR,1675816615
439,lorengau,-2.0226,147.2712,25.48,94,100,5.82,PG,1675816080
440,brainerd,46.358,-94.2008,1.14,60,0,4.12,US,1675816393
441,necochea,-38.5473,-58.7368,22.0,79,31,7.21,AR,1675816582
442,balikpapan,-1.2675,116.8289,25.55,83,75,2.57,ID,1675816616
443,derzhavinsk,51.1,66.3167,-20.19,100,98,3.08,KZ,1675816616
444,sitka,57.0531,-135.33,3.94,75,0,0.0,US,1675816617
445,onitsha,6.1454,6.7885,26.31,77,20,2.84,NG,1675816617
